VOGAL,F1,F2,AMOSTRA
e,483.8875481231,1498.4189271209,SP2010
e,450.90121986729997,1532.4822147643,SP2010
e,401.6584403411,1938.7752429997,SP2010
e,454.4599728602,1724.7422583332,SP2010
o,449.5403975981,756.0127245918,SP2010
o,493.9648810533,850.7225513231,SP2010
o,425.3074261059,860.7560357358,SP2010
e,481.1290993231,1603.925164383,SP2010
u,192.1949578365,916.152831574,SP2010
e,513.3677315707,1471.229165324,SP2010
o,491.2149503766,860.5929936623,SP2010
o,466.6690875255,799.3096556034,SP2010
u,427.7942859663,830.5909722652,SP2010
e,343.6659554647,1624.6052478275,SP2010
u,297.1109624917,953.2021416133,SP2010
e,469.3734624579,1847.0609483757,SP2010
o,478.650203389,1051.5479642222,SP2010
o,490.2328905931,1018.7207754814,SP2010
o,470.0728786135,958.2728433652,SP2010
o,501.8179442552,713.6154254495,SP2010
e,466.540232142,1457.4183865088,SP2010
o,328.588210496,1405.2033134337,SP2010
o,551.2424895208,1087.2206473085,SP2010
e,395.1707999879,2121.5501400555,SP2010
u,500.4663080946,918.6633064553,SP2010
o,490.2320665238,1087.0746455075,SP2010
e,383.818435879,2014.3609405515,SP2010
e,469.8657472802,1387.6090460638,SP2010
u,355.3978029865,763.6028007177,SP2010
o,527.7578381562,1130.1032935185,SP2010
e,443.130252411,1855.299275596,SP2010
e,426.8032186582,1690.1402872565,SP2010
o,473.0604736462,1141.9892820428,SP2010
o,529.6443016983,1007.4632856441,SP2010
e,540.3970104146,1459.6104126915,SP2010
o,484.1064005773,1027.6887353252,SP2010
u,301.1224274073,750.0983090866,SP2010
o,410.6131765231,950.3369474679,SP2010
o,597.1030488751,1123.2739299983,SP2010
o,503.4859203862,1098.003698984,SP2010
o,467.500252705,1043.3539221031,SP2010
o,517.0204379631,1052.6795212643,SP2010
o,435.5717442637,1106.8090165252,SP2010
o,441.5904514847,1018.2987214368,SP2010
o,517.8067634312,1022.7612184206,SP2010
o,482.4048740889,1120.1519439969,SP2010
o,574.0829665938,1168.8845570449,SP2010
o,524.0300862636,973.9954353091,SP2010
o,460.0323219544,924.6712725791,SP2010
o,547.2435022637,1042.4340698253,SP2010
o,474.3748318699,987.756591921,SP2010
o,593.3971007447,1006.9645583471,SP2010
a,663.9932020932,1159.9576808952,SP2010
o,389.9569370728,997.9454348917,SP2010
a,437.5493502404,1366.992654599,SP2010
a,556.7912604335,936.3715862429,SP2010
a,443.6530060277,1084.6293880566,SP2010
e,477.5445359617,1649.927610191,SP2010
a,688.7597034193,1144.1537919159,SP2010
a,650.1562225884,1274.1691594649,SP2010
i,375.5749366962,1838.6459913329,SP2010
e,381.0603396021,1495.8319314654,SP2010
o,496.8406993345,821.1349601475,SP2010
e,373.1424844255,1387.2982143268,SP2010
o,400.1549794662,1167.6931832668,SP2010
e,429.2567100416,1230.9640749499,SP2010
a,661.2366012707,1126.5957624582,SP2010
i,341.7867773732,2236.4310298315,SP2010
e,424.8478024768,1279.4364474765,SP2010
a,755.6000691581,1210.0034122343,SP2010
e,442.2505376474,1717.0155277998,SP2010
a,685.9394292935,1159.4201553038,SP2010
u,382.4445982105,1023.7463006587,SP2010
u,340.7471417963,1045.7196703827,SP2010
u,304.8492723358,1035.1774579008,SP2010
a,612.5915844656,970.8097752334,SP2010
o,443.8238984222,1245.041975985,SP2010
e,366.6002920678,1610.5639169445,SP2010
o,485.4790176578,1017.5255347463,SP2010
u,355.3861979163,974.9300162421,SP2010
a,616.2387921261,1055.8468632499,SP2010
o,442.6240539578,941.5010239293,SP2010
a,589.5310539016,1317.1055626003,SP2010
e,441.7978195704,1988.0257424585,SP2010
a,640.4976740172,1128.9524903944,SP2010
a,598.9745655221,1037.4206425779,SP2010
a,684.0454082323,1453.2815862415,SP2010
i,338.6677252294,2132.2930600333,SP2010
o,424.4076407565,1214.4406107891,SP2010
u,224.4543262813,942.1623607522,SP2010
a,496.6142060088,1289.2900427892,SP2010
a,430.1957103611,1126.5974711989,SP2010
u,373.4283706603,880.0679436049,SP2010
e,424.6722340425,1674.7272322654,SP2010
i,335.1881427193,1681.6464399678,SP2010
i,366.626164258,1672.8431944199,SP2010
i,356.1392381555,1973.9139349544,SP2010
i,337.9188020196,1750.4716542981,SP2010
o,452.9253731458,1125.2958466767,SP2010
i,304.0419376715,1530.8816772929,SP2010
o,481.8425398118,1026.1487879006,SP2010
o,419.1941158979,986.4027876572,SP2010
i,301.3156619551,1406.1417684379,SP2010
a,619.0746362323,1307.6801061126,SP2010
a,600.4336930517,1392.7114372067,SP2010
o,531.2519156016,1057.2240800349,SP2010
a,604.3630969514,1202.786800246,SP2010
u,341.5329270858,903.1803456085,SP2010
o,492.95482236,907.6482262284,SP2010
e,381.949701759,1606.1596340171,SP2010
o,596.1120806883,978.6043221137,SP2010
o,447.4882014199,972.0031536313,SP2010
i,312.8333000021,1704.602783314,SP2010
e,333.5833420338,1551.5085890085,SP2010
o,460.0950604539,788.6745440695,SP2010
o,487.895939284,989.3767355814,SP2010
u,380.7465742258,971.932895189,SP2010
e,428.2353300871,1874.1548550779,SP2010
e,389.0828191079,1302.2956321087,SP2010
a,605.449421787,1017.8146240749,SP2010
e,406.7305887454,1879.8054723807,SP2010
a,553.3175509851,1022.8946248629,SP2010
o,565.8436574948,1022.6014926563,SP2010
a,548.8476035724,1257.1494496725,SP2010
o,422.6871051123,814.0842086435,SP2010
a,589.9470742909,1188.909747839,SP2010
o,499.1432894316,1078.9283013303,SP2010
i,302.8791019238,1966.008446987,SP2010
i,367.7840086318,1989.257049881,SP2010
a,612.1968553643,1367.3769971011,SP2010
o,509.5875421442,1010.4828484949,SP2010
u,384.9710922289,825.1065704032,SP2010
i,289.3684201206,1309.7409657649,SP2010
a,564.7613695975,1271.7286252562,SP2010
e,446.6817350312,1563.2259345282,SP2010
a,579.761014194,980.3776374017,SP2010
i,342.0667894773,1955.8399403863,SP2010
a,666.8633972683,1143.7013245727,SP2010
a,614.2655104031,1097.2566673265,SP2010
o,427.7592485662,1084.2402279454,SP2010
e,444.1466629582,1929.640884487,SP2010
e,391.7370447141,2111.8830711405,SP2010
e,461.7948999642,1118.4615216955,SP2010
u,306.9669377671,838.265328532,SP2010
i,319.3785572124,2213.7930627669,SP2010
i,339.9038496934,1666.7865524822,SP2010
i,306.5587192118,2090.1869257013,SP2010
u,356.1847144396,1051.1441624491,SP2010
i,393.4581195613,1908.311702248,SP2010
i,331.2866701603,2119.3203410335,SP2010
i,328.3601581808,1998.6629659801,SP2010
i,286.6881341926,1680.7600329244,SP2010
i,233.8338460997,1481.974992163,SP2010
i,372.1497370999,1983.470371892,SP2010
i,291.6522872539,1931.2975305695,SP2010
e,356.6464674645,1443.0004387971,SP2010
i,363.19661764480003,1880.0464900165,SP2010
e,510.4538945149,1523.3962639194,SP2010
o,427.552274968,898.6717634362,SP2010
i,271.9835493139,2192.6370667839,SP2010
u,336.8738589487,979.8801737066,SP2010
e,419.8177395096,1951.5081644379,SP2010
e,379.6622586096,1805.9056202187,SP2010
u,334.9354405563,1022.9398818818,SP2010
e,394.575538811,1493.1337342758,SP2010
i,352.5189050362,1545.9688552712,SP2010
i,341.7753322357,1509.4253866542,SP2010
e,327.4501079525,1828.1188290926,SP2010
e,408.8590510594,1999.6677215626,SP2010
o,467.8050145765,904.8809638578,SP2010
i,334.1875270652,2077.1679786189,SP2010
i,326.9737977231,2003.6769014034,SP2010
e,441.2117889603,1471.9772847447,SP2010
u,359.4352665568,991.1208197857,SP2010
e,499.6854154387,1672.2687094334,SP2010
o,424.5617646022,857.0321296378,SP2010
o,519.3415201753,878.974814616,SP2010
o,418.1826341729,1024.1793625902,SP2010
e,399.4184292848,1526.9045862211,SP2010
e,408.4761956035,1805.3020647129,SP2010
o,524.6204096287,965.8010422811,SP2010
e,396.123918935,1805.5583513736,SP2010
o,417.253353086,999.2529987469,SP2010
o,446.622946844,982.2322385732,SP2010
o,367.7616390922,1049.5936268124,SP2010
e,416.5815096898,1953.3471333203,SP2010
e,490.1351919798,1408.2607862984,SP2010
o,458.0261674442,974.6031469586,SP2010
o,485.2049031361,943.5674278654,SP2010
o,409.5640124052,1274.0942934527,SP2010
e,381.5453747372,1264.8977068821,SP2010
o,376.5285727458,1023.3219125539,SP2010
o,350.2672104013,1135.7950789459,SP2010
e,385.6122128065,1977.8740638153,SP2010
u,394.9757469599,846.4969097818,SP2010
e,409.7034790462,1677.8136015919,SP2010
e,475.9219306417,1788.9785893538,SP2010
e,471.2206094325,1783.2187438382,SP2010
o,458.2736133993,1024.1950577525,SP2010
o,520.3676918326,921.2421404863,SP2010
e,475.7833779767,1490.411142541,SP2010
e,441.3311916964,1904.6309641986,SP2010
o,553.3109801695,1191.1887189259,SP2010
u,301.5662281768,762.6751854046,SP2010
u,359.4308736606,969.3067584438,SP2010
u,345.1980453971,965.6825402389,SP2010
e,407.1668926721,1550.5523494293,SP2010
e,520.9247669006,1731.5983393652,SP2010
u,401.6756072752,929.5080332357,SP2010
o,438.0625519212,921.0854268501,SP2010
e,403.42874887200003,1588.9489960681,SP2010
e,412.776474366,1985.1205133905,SP2010
e,481.5463623985,1737.7357901236,SP2010
e,407.7480181131,2190.0040280683,SP2010
e,466.7115728747,1565.5146941823,SP2010
e,411.4065208703,1815.3834817121,SP2010
o,549.0273797491,988.6663342968,SP2010
o,521.5574229618,826.539788472,SP2010
e,460.7137295244,1249.2398310554,SP2010
u,341.4645643385,925.1529136252,SP2010
e,412.0222873793,1827.457847832,SP2010
o,446.7937507525,1181.5989217739,SP2010
o,351.3245016003,1224.8585502783,SP2010
o,472.4834627112,1032.4649535068,SP2010
o,356.3232334558,842.2278442251,SP2010
o,399.8473244317,882.5632548259,SP2010
o,428.1351250919,832.7002012128,SP2010
o,363.5995766632,786.1817644939,SP2010
o,343.6052288939,933.852484035,SP2010
o,608.39965186,1383.9105007617,SP2010
o,541.0008629879,1244.3806872259,SP2010
e,525.1929390449,1706.081572384,SP2010
a,943.320732823,1824.1296850997,SP2010
e,557.0745136359,1930.8837048681,SP2010
u,496.8739168026,1407.6377146119,SP2010
e,549.6630577755,2130.8382120743,SP2010
a,705.5316992742,1745.5423839426,SP2010
o,614.2782788354,1289.2908138525,SP2010
o,536.541759039,1522.2216780284,SP2010
i,419.4642037426,2167.7720902143,SP2010
o,734.8243905331,1362.5946063531,SP2010
a,851.9273482898,1699.2865297098,SP2010
a,698.5276314011,1476.111926108,SP2010
i,347.3603365043,2098.5385172388,SP2010
o,750.2481815266,1267.4284010427,SP2010
i,475.9906355645,2333.8077141691,SP2010
a,624.2940208931,1749.6637745036,SP2010
a,772.2432487632,1497.7151090341,SP2010
e,516.3283570946,1610.9882661616,SP2010
a,777.2803561394,1393.1600910247,SP2010
e,500.4652573819,1734.6731886248,SP2010
u,470.9705484217,1302.752049592,SP2010
o,464.7535044108,1427.1251502505,SP2010
i,400.534868233,2164.3850038379,SP2010
a,652.9098752257,1844.8535204111,SP2010
a,701.2685322761,1511.1735469567,SP2010
a,707.1155132138,1680.8997854345,SP2010
i,487.754441768,2086.4798181847,SP2010
a,843.7248020437,1290.188435104,SP2010
i,397.7869563391,2280.7199800438,SP2010
i,431.7574480089,2257.5450880049,SP2010
o,740.2622615725,1522.8418632291,SP2010
a,786.9767795641,1370.3769701135,SP2010
i,398.46385027,2382.3561246001,SP2010
a,647.7521623943,1811.6806317653,SP2010
a,589.7012297409,1750.0277681071,SP2010
a,635.2778757118,1556.1161146425,SP2010
a,683.0824511838,1403.3589097788,SP2010
i,379.3330523467,2118.2791453715,SP2010
a,812.3900288773,1638.5810517243,SP2010
a,835.2804529805,1596.8423240467,SP2010
i,394.7890882017,2379.0342383493,SP2010
a,766.4737473553,1618.0909589921,SP2010
e,512.0583565074,1945.122586637,SP2010
i,449.6980326495,2142.8454271544,SP2010
i,396.2767176058,2124.1844403212,SP2010
e,535.2848249503,1912.7529253261,SP2010
i,318.9715769129,2010.2815810317,SP2010
a,851.6402938332,1429.9237450717,SP2010
i,300.2311093417,1924.8066746699,SP2010
a,677.5609618597,1432.8528339794,SP2010
a,702.0661030816,1650.3501416269,SP2010
a,877.9260871586,1625.1505501197,SP2010
o,758.9555451949,1459.1863887606,SP2010
i,369.1957981529,2418.9966144484,SP2010
a,822.0405872332,1642.6597616487,SP2010
u,502.9962073015,1354.1382645755,SP2010
o,572.954401442,1288.4410050261,SP2010
i,382.1453388284,2339.9489349884,SP2010
a,907.2876638267,1839.7588936195,SP2010
i,409.2491385693,2379.6741065001,SP2010
a,624.2432330896,1572.5188326548,SP2010
o,482.0291813985,1012.4092910198,SP2010
o,610.003417222,1280.2421024967,SP2010
a,827.3519477726,1480.9905468234,SP2010
a,644.0105084633,1764.9821672433,SP2010
a,680.9803668148,1849.9357342232,SP2010
e,422.0617410537,2144.9685183017,SP2010
a,648.0396196819,1423.1980014243,SP2010
e,389.909571779,2206.0872751105,SP2010
i,396.2665457705,2078.7655441141,SP2010
e,659.2950574893,2018.1170722437,SP2010
e,626.4473705199,2006.4528860315,SP2010
e,806.0786858845,2097.6868754421,SP2010
i,369.5011679156,2011.9870976743,SP2010
i,286.0287026333,2004.9041974379,SP2010
o,513.7810632614,1471.3743277838,SP2010
i,356.4985803717,2007.5723362827,SP2010
e,556.6414152202,1957.0702226826,SP2010
e,385.6573366886,2067.0435309434,SP2010
i,364.7209943842,1956.0433672929,SP2010
o,574.7974943344,1518.326459831,SP2010
i,428.8636177543,2097.9730124094,SP2010
e,606.3393205254,1713.1392694348,SP2010
i,206.7663382194,1994.629836622,SP2010
e,551.8115848582,2140.5607236713,SP2010
e,615.4787842149,1852.6915926631,SP2010
i,451.0374069385,2290.9452827947,SP2010
u,428.6274030541,1369.3166052051,SP2010
u,284.7239365943,1421.9122200916,SP2010
e,443.5225515438,1877.7357671398,SP2010
o,608.9874913858,1117.844915146,SP2010
o,486.4404277901,1263.1933960426,SP2010
u,441.7116068946,1359.9456964259,SP2010
o,635.4418824469,1322.3737361123,SP2010
u,450.9676835564,1267.2029901881,SP2010
o,656.5298006151,1335.1935372905,SP2010
i,429.1814800301,2055.5343602224,SP2010
e,769.8176177248,1937.6752325674,SP2010
e,690.7600211023,2074.399406304,SP2010
i,323.7057285005,2160.7376894627,SP2010
i,338.8054076421,2333.7287832109,SP2010
e,488.3188273358,2102.5755954777,SP2010
o,406.0013772008,1064.5118734859,SP2010
o,598.7239572313,1334.940954387,SP2010
o,665.0313346577,1149.3016657169,SP2010
e,477.586076633,1910.7664112733,SP2010
e,484.605805456,1969.0278480973,SP2010
e,591.8459350432,2099.5497542693,SP2010
e,456.8874651725,2301.3878772095,SP2010
e,724.1306090071,2095.8692668498,SP2010
o,639.6101918599,1148.5186566363,SP2010
o,655.058524462,1231.9738494688,SP2010
e,606.8234216506,2112.0798762009,SP2010
o,666.9959646279,1338.380889553,SP2010
o,513.8060315685,1026.6678216415,SP2010
e,493.2689402454,1870.9621507222,SP2010
o,518.0845347406,1330.7144249302,SP2010
o,490.7037420096,1366.7391651763,SP2010
o,392.3715218571,1100.5472580345,SP2010
o,563.0406224357,1321.8510731769,SP2010
u,523.5276159883,1235.6608905193,SP2010
o,643.5545408847,1465.9770820608,SP2010
u,434.1952902755,1357.0602257209,SP2010
o,463.2776804743,1437.3889580731,SP2010
o,635.8180517072,1321.4081395694,SP2010
u,420.174485856,1068.4118597059,SP2010
e,708.5078455619,2035.4278409163,SP2010
o,579.6371589592,1334.5964496801,SP2010
e,472.3008450661,2002.556474948,SP2010
e,520.4912766991,2070.8864314417,SP2010
e,459.5563089649,2211.5942445607,SP2010
e,448.5515628091,2421.6773871618,SP2010
u,423.5245974412,1278.7718791328,SP2010
u,295.1717289767,1128.1690040522,SP2010
e,531.9664612279,1859.4602720029,SP2010
e,476.4093918117,1784.0585039416,SP2010
e,552.5789902288,1977.5461101551,SP2010
u,431.7313062561,930.248507852,SP2010
o,593.7015557095,1433.9048472904,SP2010
o,622.8713355582,1381.0119826317,SP2010
o,686.1596718578,1340.4137479381,SP2010
e,507.2423340235,1916.117471018,SP2010
e,623.9045469388,1924.1421566255,SP2010
e,618.2409939496,1951.1533756584,SP2010
e,440.2828708527,2102.6076518432,SP2010
e,476.7433564959,1507.8514296037,SP2010
e,465.2351513814,2201.2837945308,SP2010
o,497.8946016751,1153.1354748471,SP2010
o,525.9077430334,1077.7804423205,SP2010
u,491.5943368958,1216.0099253694,SP2010
u,418.7616679889,1202.4433758577,SP2010
o,504.2752181067,976.9554200253,SP2010
o,480.3792803265,1424.9536199101,SP2010
e,547.6250259281,2234.6865421752,SP2010
e,490.3310309617,2175.9836087143,SP2010
e,566.4008502851,1795.6123669652,SP2010
e,476.3366549885,2282.1240900065,SP2010
e,555.5254486848,2174.9894250115,SP2010
e,539.8196114094,2107.9026320187,SP2010
o,653.861300375,1385.4313869879,SP2010
o,563.3008456324,1198.504326769,SP2010
u,433.7292376506,1257.8275299607,SP2010
o,511.1623252879,1305.4410785415,SP2010
e,493.5649611258,1905.3625324834,SP2010
u,406.7140902409,1315.7800849426,SP2010
o,569.7286569395,1140.3121384866,SP2010
o,533.476286347,1114.4367430575,SP2010
u,430.3707859057,1252.5375118179,SP2010
o,534.9802460823,1186.5519186031,SP2010
o,439.628365522,1271.2027442147,SP2010
u,420.6486820258,1424.5927402255,SP2010
o,545.9499234616,1340.9564031252,SP2010
o,438.7625718345,1113.970240332,SP2010
u,494.6456377187,1232.9265528218,SP2010
u,443.1692007667,1156.1450317751,SP2010
o,805.3145035726,1311.5338368054,SP2010
o,706.4453215291,1502.1470469296,SP2010
e,578.7566901515,1869.4905869449,SP2010
e,509.1578298868,1998.1147694842,SP2010
a,705.8463265136,1099.0874493726,SP2010
o,623.1119286947,1112.3499895881,SP2010
o,536.1191766827,951.0644814913,SP2010
a,788.9790974366,1526.5613333072,SP2010
o,625.4295668321,856.2871537165,SP2010
a,767.4446384936,1513.7780590586,SP2010
a,591.7197512131,1693.3864817071,SP2010
e,496.5659285737,2191.8440687653,SP2010
a,768.8781421002,1407.9016424816,SP2010
a,780.0533611169,1507.6996387733,SP2010
u,586.3852332046,887.8227981695,SP2010
a,669.3916470884,1716.9557549978001,SP2010
o,581.4552171938,1100.8226286643,SP2010
i,515.7456409915,1882.8732070517,SP2010
e,560.2985899507,1948.3197446951,SP2010
a,790.339685104,1666.360821155,SP2010
i,539.2531417662,1808.0668687773,SP2010
a,716.7202892991,1757.3562929561,SP2010
u,490.2447758762,894.1711095029,SP2010
e,558.9157034289,2044.5086284669,SP2010
e,453.0708910242,2311.5678227827,SP2010
u,620.920015905,1116.7179025963,SP2010
o,627.8030144295,1307.8616156384,SP2010
a,786.8128357157,1363.1308141599,SP2010
u,480.0000333553,936.9376966445,SP2010
o,509.8322536652,975.9202404526,SP2010
o,620.9416137808,1356.3166302722,SP2010
o,710.641732688,1207.8791898245,SP2010
o,628.6716895707,1360.2979849121,SP2010
o,557.3603006294,1190.4649102023,SP2010
a,777.4833610458,1316.6850408535,SP2010
a,723.4865356898,1726.8625810515,SP2010
a,691.5512228331,1552.3759486729,SP2010
a,725.0891108699,1337.3039915635,SP2010
a,786.3689873051,1499.4290222555,SP2010
u,582.6747891586,918.6941094192,SP2010
a,766.150042875,1582.6455637665,SP2010
a,702.617289495,1681.9046593402,SP2010
a,701.8357875363,1765.9051499911,SP2010
o,570.3470301277,1149.4258893432,SP2010
e,603.2293049429,1934.1762575898,SP2010
o,526.0071148886,1063.2437725432,SP2010
i,439.3449564588,2400.8717401063,SP2010
a,697.202841204,1478.5488178659,SP2010
a,803.2035509572,1467.5959075029,SP2010
u,510.8095756764,978.6241830841,SP2010
a,596.88144023,1741.5095095123,SP2010
a,735.5068680048,1521.6421746325,SP2010
u,506.3028023038,956.4998131149,SP2010
a,749.8013892779,1424.5281059892,SP2010
o,647.0445222779,1255.3969712855,SP2010
a,556.6940954086,1367.2379033542,SP2010
i,440.1596162316,2426.4584751695,SP2010
o,587.1218380025,1158.7093717234,SP2010
i,501.2692365229,1989.6532944221,SP2010
i,433.3037056973,1820.0803991988,SP2010
e,572.452694707,2238.9162089545,SP2010
i,403.1877653994,2002.3433863072,SP2010
i,448.2166325288,2348.7778264783,SP2010
a,736.3892909272,1914.2810397614,SP2010
a,665.7418399352,1450.2789708095,SP2010
a,791.5138708287,1603.9755597659,SP2010
e,520.4571072245,2192.8215712885,SP2010
i,406.6822914335,1631.2274692903,SP2010
i,541.3546286176,1703.2272966614,SP2010
o,523.4628736541,1265.9287542135,SP2010
e,639.89294506,2424.2777343279,SP2010
o,554.6927246168,1238.1113475684,SP2010
e,550.2862746813,2385.7346545125,SP2010
a,890.8144850892,1318.8949420248,SP2010
o,589.7062949097,1114.711487465,SP2010
o,524.9907542204,1141.6345094755,SP2010
u,488.8365386122,1242.4868414765,SP2010
i,438.3374769155,2401.8296107963,SP2010
e,569.6002011827,2308.4016770212,SP2010
a,681.4865034145,1371.9963360162,SP2010
a,679.6307540396,1457.7024594576,SP2010
i,469.2589929559,1698.4284185722,SP2010
u,612.0830804132,1089.8809406727,SP2010
u,543.1493278817,1162.0716579069,SP2010
e,607.3942273913,1886.3834047546,SP2010
o,608.2263190134,1091.2531871429,SP2010
u,601.8999641591,1257.6780331604,SP2010
e,520.1435363443,2102.545855184,SP2010
u,525.6539491654,1143.6584018087,SP2010
e,586.3467857403,2232.8638242125,SP2010
o,626.2898118544,907.2064850067,SP2010
i,408.5299977388,1970.6049207096,SP2010
o,587.3688845298,1029.3036213309,SP2010
u,510.062546627,1080.350122819,SP2010
o,643.7601780067,1050.3296099696,SP2010
u,465.7284543107,1003.7077488943,SP2010
u,526.6002772851,1088.0520519947,SP2010
u,475.0870863162,1233.486016635,SP2010
o,592.8442307927,983.037800059,SP2010
o,692.4807884003,1004.3579759068,SP2010
i,533.6957355498,1913.1541250104,SP2010
e,586.7695514993,1822.2017895709,SP2010
e,497.6814132751,2350.8862784741,SP2010
u,597.6846065253,926.6385148326,SP2010
e,546.9414856616,2511.0552342011,SP2010
e,466.4044242057,2459.1864258578,SP2010
i,595.2400196951,2428.3898358522,SP2010
u,454.4560543218,1205.1528777078,SP2010
i,422.8419452717,1770.6646495879,SP2010
o,564.9959228215,834.6031360405,SP2010
i,473.383040848,2024.622008447,SP2010
i,472.0055987015,1822.8217548686,SP2010
u,506.1464937904,914.1035397368,SP2010
i,502.5169857583,1883.9750819172,SP2010
i,449.559332064,2160.9302293616,SP2010
e,649.1519461762,2119.4101453206,SP2010
e,625.2099424464,1695.6589058596,SP2010
i,486.2732871272,1935.5353199106,SP2010
o,652.191402761,1328.3277368949,SP2010
e,478.5806327163,1928.4753660202,SP2010
e,573.4049908504,1673.2625761544,SP2010
o,574.8583596691,1001.5150618616,SP2010
o,651.4696380776,1140.4116214381,SP2010
o,618.7289191563,1202.3968461792,SP2010
e,534.2727376334,2321.7431422899,SP2010
o,553.108605138,980.8137646011,SP2010
i,374.138737685,2465.9641835579,SP2010
e,629.4514538205,1705.8905607289,SP2010
u,582.5968945889,847.5804607054,SP2010
u,514.723802336,1127.8067075828,SP2010
e,760.0141222602,2199.1358439494,SP2010
o,623.7637587555,907.27593619,SP2010
e,661.3755365859,2161.4658310999,SP2010
o,631.3105675305,1336.5161995169,SP2010
e,578.4856129276,2076.2909135362,SP2010
e,643.0418379528,2102.772988164,SP2010
e,587.9720935272,2074.8012701532,SP2010
e,520.0842030531,1793.9336026143,SP2010
i,447.8665473,2518.8942610768,SP2010
e,511.9238741224,2142.868829541,SP2010
e,477.6616956681,1888.4020216739,SP2010
e,546.3321770795,1965.7810333316,SP2010
o,662.5921818094,1068.3329690424,SP2010
e,578.5771635928,1708.0405960462,SP2010
e,533.4189803186,2124.9158144992,SP2010
i,410.5573911125,2110.1155288244,SP2010
e,500.1387100997,2288.6830129863,SP2010
e,569.2521445364,2301.9724508735,SP2010
e,545.5987052046,2382.3338400515,SP2010
i,401.1851032317,2459.6265388846,SP2010
i,442.1153118969,1891.3673554073,SP2010
i,426.3750431033,1981.12134063,SP2010
i,441.3879295354,2350.8968220839,SP2010
o,567.9562546175,973.8621413746,SP2010
e,491.6402388069,2182.711933675,SP2010
o,548.9928964846,924.1891705261,SP2010
o,684.300388625,909.8505588365,SP2010
o,584.82891126,1076.0735756196,SP2010
e,466.7215542471,2144.8555990447,SP2010
i,465.9492128825,2146.9294730544,SP2010
o,716.6802719544,1457.6396127224,SP2010
i,351.1198594503,2371.1252564926,SP2010
e,774.2824481222,2010.0858279172,SP2010
o,591.4700800738,938.2970237784,SP2010
o,651.5391717984,1055.9933477447,SP2010
e,528.9098279104,2176.7918021961,SP2010
e,671.6709803138,1740.9826285644,SP2010
e,470.2568508203,1890.0633542716,SP2010
e,484.5182824955,2139.492859726,SP2010
e,558.5085577664,2087.0595192132,SP2010
e,481.7785927168,2437.6647918793,SP2010
o,560.9408945236,834.1765735959,SP2010
o,608.3038591951,898.8535404885,SP2010
o,524.1134427728,962.2496061757,SP2010
o,672.2809747389,1148.7884714938,SP2010
o,595.4812726928,1070.6975570616,SP2010
o,546.3452492179,1275.6382834077,SP2010
e,477.4406611723,1725.4066726838,SP2010
e,556.8623079684,2132.9681745827,SP2010
o,720.1803532557,1041.6441940017,SP2010
o,593.9230797097,1045.6256653899,SP2010
o,707.4791031184,1256.8748491977,SP2010
o,439.0578907342,918.11436004,SP2010
o,618.0768383142,981.0366355169,SP2010
